prices,latitudes,longitudes,metro_stations,areas,floors,min_books
1400,55.730882,37.702292,"[[' алитники', '6Ц10'], ['Ќовохохловска€', '16Ц20'], ['¬олгоградский проспект', '21Ц30']]",60,2,11 мес.
190000,55.603013,37.740246,"[['«€бликово', '11Ц15'], [' расногвардейска€', '16Ц20'], ['ƒомодедовска€', '21Ц30']]",82.2,1,11 мес.
100000,55.6421346049804,37.51000638888551,"[['”ниверситет дружбы народов', '11Ц15'], ['Ѕел€ево', '11Ц15'], [' оньково', '11Ц15']]",63,1,11 мес.
185500,55.814077,37.565263,"[['“имир€зевска€', '11Ц15'], ['√ражданска€', '16Ц20'], ['ƒмитровска€', '16Ц20']]",92.8,1,11 мес.
80000,55.73688889,37.62397003,"[['ѕол€нка', '6Ц10'], ['“реть€ковска€', '6Ц10'], ['Ќовокузнецка€', '11Ц15']]",50,,3 мес.
1100,55.863333,37.64887,"[['—виблово', '11Ц15'], ['Ѕабушкинска€', '16Ц20'], ['Ѕотанический сад', '21Ц30']]",87,1,11 мес.
3000,55.7107206163842,37.69400410467151,"[['”грешска€', '16Ц20'], [' ожуховска€', '16Ц20'], ['ƒубровка', '21Ц30']]",75,1,11 мес.
232400,55.72605133,37.74563599,"[['—тахановска€', '6Ц10'], ['Ќижегородска€', '16Ц20'], ['„ухлинка', '16Ц20']]",83,1,12 мес.
120000,55.66655731,37.7883873,"[['Ћюблино', '21Ц30'], ['Ѕратиславска€от', '31'], ['ћарьиноот', '31']]",74.5,1,11 мес.
230000,55.81374731609756,37.598448277623405,"[['Ѕутырска€до', '5'], ['ќстанкино', '11Ц15'], ['‘онвизинска€', '11Ц15']]",60,1,11 мес.
2800,55.683346,37.600316,"[[' рымска€', '11Ц15'], ['Ќагатинска€', '16Ц20'], ['¬ерхние котлы', '21Ц30']]",75,1,11 мес.
90000,55.732555,37.762228,"[['„ухлинкадо', '5'], ['ѕерово', '6Ц10'], ['—тахановска€', '11Ц15']]",100,1,11 мес.
49000,55.85293961,37.34389114,"[['ѕ€тницкое шоссе', '6Ц10'], ['ћитино', '16Ц20'], ['¬олоколамска€от', '31']]",55,1,12 мес.
350000,55.73614883,37.67629623,"[['ѕролетарска€', '6Ц10'], [' ресть€нска€ застава', '11Ц15'], ['ћосква-“оварна€', '16Ц20']]",96.4,1,11 мес.
350000,55.74986296120418,37.64589745211907,"[[' итай-город', '11Ц15'], ['„каловска€', '11Ц15'], ['“аганска€', '11Ц15']]",60,1,11 мес.
250000,55.82068807093508,37.42397067183063,"[['—партак', '6Ц10'], ['“ушинска€', '11Ц15'], ['“рикотажна€от', '31']]",60,1,11 мес.
130000,55.672052,37.572594,"[['ѕрофсоюзна€', '11Ц15'], ['Ќовые „ерЄмушки', '16Ц20'], ['«юзино', '21Ц30']]",55,1,11 мес.
35000,55.843353,37.432753,"[['—ходненска€', '11Ц15'], ['ѕланерна€', '21Ц30'], ['“ушинска€от', '31']]",50,,11 мес.
330000,55.84429932,37.54657745,"[['Ћихоборы', '6Ц10'], [' оптево', '21Ц30'], ['ќкружна€', '21Ц30']]",95,1,11 мес.
120000,55.68144226,37.54774475,"[['ѕрофсоюзна€', '11Ц15'], ['Ќовые „ерЄмушки', '16Ц20'], ['”ниверситет', '21Ц30']]",72,,11 мес.
215000,55.643396181732825,37.3930419700301,"[['—олнцево', '6Ц10'], ['Ќовопеределкино', '11Ц15'], ['—олнечна€', '21Ц30']]",76,1,11 мес.
70000,55.80899811,37.60571289,"[['Ѕутырска€', '6Ц10'], ['ќстанкино', '16Ц20'], ['ƒмитровска€', '21Ц30']]",70,5,2 мес.
1500,55.787806,37.73703,"[['»змайлово', '6Ц10'], ['ѕартизанска€', '11Ц15'], ['—емЄновска€', '16Ц20']]",67,,12 мес.
102000,55.786065,37.742016,"[['»змайловодо', '5'], ['ѕартизанска€', '6Ц10'], ['—емЄновска€', '16Ц20']]",59,2,11 мес.
100000,55.71939468,37.72776794,"[['“екстильщики', '16Ц20'], ['Ќижегородска€', '21Ц30'], ['—тахановска€', '21Ц30']]",85,1,12 мес.
57000,55.802239,37.544863,"[['√ражданска€', '11Ц15'], ['јэропорт', '11Ц15'], ['ѕетровский парк', '16Ц20']]",54,,11 мес.
110000,55.75590515,37.6509285,"[['„каловска€', '6Ц10'], [' урска€', '6Ц10'], [' итай-город', '11Ц15']]",50,,11 мес.
120000,55.68144226,37.54774475,"[['ѕрофсоюзна€', '11Ц15'], ['Ќовые „ерЄмушки', '16Ц20'], ['”ниверситет', '21Ц30']]",72,,11 мес.
35000,55.72767492347581,37.63766406425822,"[['ѕавелецка€до', '5'], ['—ерпуховска€', '6Ц10'], ['ƒобрынинска€', '11Ц15']]",50,,6 мес.
230000,55.81374731609756,37.598448277623405,"[['Ѕутырска€до', '5'], ['ќстанкино', '11Ц15'], ['‘онвизинска€', '11Ц15']]",60,1,11 мес.
120000,55.888531397121845,37.59926404645062,"[['Ѕибирево', '6Ц10'], ['јлтуфьево', '16Ц20'], ['Ѕескудниковоот', '31']]",57,1,12 мес.
5000,55.76183319,37.62481308,"[[' узнецкий мостдо', '5'], ['Ћуб€нкадо', '5'], ['“еатральна€', '6Ц10']]",70,2,3 мес.
215000,55.643396181732825,37.3930419700301,"[['—олнцево', '6Ц10'], ['Ќовопеределкино', '11Ц15'], ['—олнечна€', '21Ц30']]",76,1,11 мес.
110000,55.691719,37.854988,"[['∆улебино', '6Ц10'], ['”хтомска€', '11Ц15'], ['Ћермонтовский проспект', '11Ц15']]",78,1,11 мес.
120000,55.837166,37.382959,"[['¬олоколамска€до', '5'], ['“рикотажна€', '11Ц15'], ['ћитино', '16Ц20']]",85,1,11 мес.
117000,55.76696014,37.5271225,"[['’орошЄвска€', '16Ц20'], ['Ѕегова€', '16Ц20'], ['Ўелепиха', '21Ц30']]",65,4,11 мес.
2750,55.71449661,37.41162491,"[['—етунь', '21Ц30'], ['–абочий ѕосЄлок', '21Ц30'], ['Ќемчиновкаот', '31']]",86,1,11 мес.
160000,55.75948900827484,37.58311788926504,"[['Ѕаррикадна€до', '5'], [' раснопресненска€', '6Ц10'], ['—моленска€', '11Ц15']]",56,3,12 мес.
3500,55.87998423691912,37.71373050618544,"[['Ѕабушкинска€от', '31'], ['ћедведковоот', '31']]",68,1,12 мес.
3500,55.72108597949499,37.72277708491946,"[['Ќижегородска€', '21Ц30'], ['“екстильщики', '21Ц30'], ['Ќовохохловска€от', '31']]",70,1,11 мес.
150000,55.541825,37.519288,"[['Ѕунинска€ алле€', '6Ц10'], ['”лица √орчакова', '11Ц15'], ['Ѕульвар адмирала ”шакова', '16Ц20']]",75,1,11 мес.
95000,55.81964748340057,37.79164615344236,"[['ўЄлковска€', '16Ц20'], ['ѕервомайска€от', '31'], ['Ћокомотивот', '31']]",100,2,11 мес.
80000,55.89367294,37.55856323,"[['Ћианозово', '16Ц20'], ['Ѕескудниково', '16Ц20'], ['ћарк', '21Ц30']]",85,,11 мес.
280000,55.74389267,37.6566124,"[['“аганска€до', '5'], ['ћарксистска€', '6Ц10'], ['„каловска€', '16Ц20']]",89,3,11 мес.
100000,55.6421346049804,37.51000638888551,"[['”ниверситет дружбы народов', '11Ц15'], ['Ѕел€ево', '11Ц15'], [' оньково', '11Ц15']]",63,1,11 мес.
270000,55.7432876347751,37.638321982803355,"[['Ќовокузнецка€', '6Ц10'], ['“реть€ковска€', '11Ц15'], ['ѕавелецка€', '16Ц20']]",77.4,1,11 мес.
130000,55.797027,37.7843,"[['ѕервомайска€', '11Ц15'], ['»змайловска€', '11Ц15'], ['ўЄлковска€', '21Ц30']]",67,1,11 мес.
230000,55.77380371,37.6749115,"[['Ѕауманска€до', '5'], [' расносельска€', '11Ц15'], [' омсомольска€', '11Ц15']]",60,1,0 мес.
340000,55.739498,37.647917,"[['“аганска€', '6Ц10'], ['ћарксистска€', '6Ц10'], ['ѕавелецка€', '16Ц20']]",76.7,1,11 мес.
60000,55.70783997,37.42696762,"[['–абочий ѕосЄлок', '21Ц30'], ['ƒавыдковоот', '31'], ['—етуньот', '31']]",64,1,6 мес.
1200,55.726249,37.639788,"[['ѕавелецка€до', '5'], ['—ерпуховска€', '11Ц15'], ['ƒобрынинска€', '16Ц20']]",50,1,11 мес.
260000,55.744546,37.683024,"[['–имска€до', '5'], ['ѕлощадь »льичадо', '5'], ['—ерп и ћолот', '6Ц10']]",52,1,11 мес.
80000,55.819535,37.514455,"[[' расный Ѕалтиец', '11Ц15'], ['¬ойковска€', '11Ц15'], ['Ѕалтийска€', '21Ц30']]",50.5,,11 мес.
83600,55.572182,37.563934,"[['Ѕульвар ƒмитри€ ƒонского', '11Ц15'], ['”лица —тарокачаловска€', '11Ц15'], ['Ћесопаркова€', '21Ц30']]",65.1,6,11 мес.
70000,55.76137924,37.54141235,"[['“естовска€', '11Ц15'], ['Ўелепиха', '16Ц20'], ['ƒеловой центр', '16Ц20']]",68,,11 мес.
122000,55.694434,37.614132,"[['¬ерхние котлы', '6Ц10'], [' рымска€', '11Ц15'], ['Ќагатинска€', '16Ц20']]",61,1,11 мес.
50000,55.5570357260654,37.50927414061266,"[['ѕотапово', '11Ц15'], ['Ѕунинска€ алле€от', '31'], ['”лица √орчаковаот', '31']]",71,1,11 мес.
400000,55.68906021,37.65579605,"[['“ехнопарк', '11Ц15'], [' оломенска€', '21Ц30'], ['«»Ћ', '21Ц30']]",97.8,1,11 мес.
180000,55.76245796322659,37.57349182209012,"[[' раснопресненска€до', '5'], ['Ѕаррикадна€', '6Ц10'], ['”лица', '1905']]",60,,12 мес.
50000,55.5570357260654,37.50927414061266,"[['ѕотапово', '11Ц15'], ['Ѕунинска€ алле€от', '31'], ['”лица √орчаковаот', '31']]",71,1,11 мес.
95000,55.81964748340057,37.79164615344236,"[['ўЄлковска€', '16Ц20'], ['ѕервомайска€от', '31'], ['Ћокомотивот', '31']]",100,2,11 мес.
145000,55.68568423740125,37.56537230759365,"[['јкадемическа€', '6Ц10'], ['ѕрофсоюзна€', '11Ц15'], ['Ќовые „ерЄмушки', '21Ц30']]",67.5,,11 мес.
260000,55.744546,37.683024,"[['–имска€до', '5'], ['ѕлощадь »льичадо', '5'], ['—ерп и ћолот', '6Ц10']]",52,1,11 мес.
400000,55.68906021,37.65579605,"[['“ехнопарк', '11Ц15'], [' оломенска€', '21Ц30'], ['«»Ћ', '21Ц30']]",97.8,1,11 мес.
140000,55.65754318,37.7598381,"[['Ѕратиславска€', '6Ц10'], ['ћарьино', '16Ц20'], ['Ћюблино', '21Ц30']]",80,2,11 мес.
1200,55.63884493088212,37.694963097230726,"[['ћоскворечье', '6Ц10'], [' урь€новоот', '31'], [' антемировска€от', '31']]",100,3,11 мес.
220000,55.631982540670435,37.4871273495361,"[['√енерала “юленева', '6Ц10'], ['“ютчевска€', '21Ц30'], ['“Єплый стан', '21Ц30']]",69,1,11 мес.
400000,55.749633,37.537434,"[['ћеждународна€до', '5'], ['ћосква-—итидо', '5'], ['ƒеловой центр', '6Ц10']]",94,67,11 мес.
135000,55.71687317,37.74676895,"[['“екстильщики', '16Ц20'], ['—тахановска€', '21Ц30'], [' узьминки', '21Ц30']]",70,1,11 мес.
134000,55.54447601321089,37.484401178394954,"[['ѕотапово', '16Ц20'], ['Ќовомосковска€', '21Ц30'], ['Ѕунинска€ алле€от', '31']]",67,1,11 мес.
800,55.72015381,37.59998322,"[['Ўаболовска€', '6Ц10'], ['ќкт€брьска€', '16Ц20'], ['Ћенинский проспект', '16Ц20']]",60,3,1 мес.
450000,55.69863,37.474534,"[['јминьевска€', '6Ц10'], ['ћатвеевска€', '11Ц15'], ['ћичуринский проспект', '21Ц30']]",85.6,1,11 мес.
130000,55.797027,37.7843,"[['ѕервомайска€', '11Ц15'], ['»змайловска€', '11Ц15'], ['ўЄлковска€', '21Ц30']]",67,1,11 мес.
145000,55.82270281885245,37.505457595245346,"[['¬ойковска€', '6Ц10'], ['Ѕалтийска€', '11Ц15'], [' расный Ѕалтиец', '21Ц30']]",59,1,11 мес.
156000,55.794173,37.608338,"[['ћарьина –оща', '6Ц10'], ['—авЄловска€', '16Ц20'], ['ƒостоевска€', '21Ц30']]",65,2,11 мес.
100000,55.813222,37.810216,"[['ўЄлковска€', '11Ц15'], ['ѕервомайска€от', '31'], ['»змайловска€от', '31']]",50,3,11 мес.
68000,55.7418719184081,37.80118875599952,"[[' усково', '6Ц10'], ['Ќовогиреево', '21Ц30'], ['ѕерово', '21Ц30']]",51,5,11 мес.
4500,55.695431734757165,37.477114320098856,"[['јминьевска€', '11Ц15'], ['ћатвеевска€', '16Ц20'], ['ћичуринский проспект', '21Ц30']]",80,1,11 мес.
130000,55.64338684,37.59375,"[['„ертановска€', '6Ц10'], ['—евастопольска€', '11Ц15'], [' аховска€', '11Ц15']]",80,3,1 мес.
90000,55.78931808,37.58885193,"[['—авЄловска€', '6Ц10'], ['ћенделеевска€', '11Ц15'], ['Ѕелорусска€', '16Ц20']]",80,6,6 мес.
270000,55.763792,37.572064,"[[' раснопресненска€', '6Ц10'], ['Ѕаррикадна€', '6Ц10'], ['”лица', '1905']]",58,1,11 мес.
320000,55.79380049591812,37.61073325078915,"[['ћарьина –ощадо', '5'], ['ƒостоевска€', '16Ц20'], ['—авЄловска€', '16Ц20']]",80,1,11 мес.
59000,55.787138934469084,37.70528076380637,"[['Ёлектрозаводска€', '6Ц10'], ['ѕреображенска€ площадь', '11Ц15'], ['—емЄновска€', '16Ц20']]",74,4,11 мес.
1550,55.78753691561354,37.74187953825559,"[['»змайловодо', '5'], ['ѕартизанска€', '6Ц10'], ['„еркизовска€', '21Ц30']]",100,3,11 мес.
129000,55.857902,37.443901,"[['ѕланерна€', '11Ц15'], ['—ходненска€', '11Ц15'], ['–ечной вокзалот', '31']]",84,,11 мес.
169950,55.851924,37.604628,"[['¬ладыкино', '11Ц15'], ['ќтрадное', '16Ц20'], ['ќкружна€', '21Ц30']]",90,6,11 мес.
2200,55.88415146,37.51623154,"[['√рачЄвска€', '21Ц30'], ['яхромска€', '21Ц30'], ['’овриноот', '31']]",50,1,2 мес.
150000,55.76613235,37.53195572,"[['Ўелепиха', '16Ц20'], ['Ѕегова€', '16Ц20'], ['“естовска€', '21Ц30']]",71,1,11 мес.
165000,55.702272,37.762507,"[[' узьминкидо', '5'], ['¬олжска€', '16Ц20'], ['“екстильщики', '21Ц30']]",50.3,1,11 мес.
149000,55.54218674,37.48306656,"[['ѕотапово', '16Ц20'], ['Ѕунинска€ алле€', '21Ц30'], ['Ќовомосковска€от', '31']]",84.1,1,11 мес.
1000,55.58441336677399,37.6358137799883,"[[' расный —троитель', '21Ц30'], ['ѕокровское', '21Ц30'], ['Ѕитцаот', '31']]",50,3,1 мес.
310000,55.695035989276164,37.459947507934565,"[['јминьевска€', '6Ц10'], ['ќчаково', '21Ц30'], ['ћатвеевска€', '21Ц30']]",60,1,11 мес.
1000,55.50972569939269,37.55327467818421,"[['ўербинка', '6Ц10'], ['ќстафьевоот', '31'], ['”лица √орчаковаот', '31']]",70,1,6 мес.
105000,55.723475,37.689824,"[['¬олгоградский проспектдо', '5'], ['”грешска€', '11Ц15'], ['ƒубровка', '16Ц20']]",80,2,6 мес.
220000,55.63372233592732,37.32825384096351,"[['–ассказовка', '6Ц10'], ['ћичуринец', '21Ц30'], ['Ќовопеределкино', '21Ц30']]",55,1,96 мес.
300000,55.75750732,37.63521576,"[[' итай-городдо', '5'], ['Ћуб€нка', '6Ц10'], ['„истые пруды', '11Ц15']]",50,,48 мес.
195000,55.71280330622267,37.92708824536892,"[['Ќекрасовка', '11Ц15'], ['Ћухмановска€', '21Ц30'], ['”лица ƒмитриевскогоот', '31']]",100,1,11 мес.
800000,55.762146,37.63446808,"[['“ургеневска€до', '5'], ['„истые пруды', '6Ц10'], ['—ретенский бульвар', '6Ц10']]",100,,11 мес.
100000,55.53387833,37.52643967,"[['Ѕунинска€ алле€', '11Ц15'], ['”лица √орчакова', '16Ц20'], ['Ѕульвар адмирала ”шакова', '21Ц30']]",57,1,11 мес.
129000,55.857902,37.443901,"[['ѕланерна€', '11Ц15'], ['—ходненска€', '11Ц15'], ['–ечной вокзалот', '31']]",84,,11 мес.
1320,55.64202344116871,37.62747475322814,"[['„ертановска€', '16Ц20'], ['¬аршавска€', '16Ц20'], [' аширска€от', '31']]",51,2,11 мес.
195000,,,[],100,1,11 мес.
1550,55.78753691561354,37.74187953825559,"[['»змайловодо', '5'], ['ѕартизанска€', '6Ц10'], ['„еркизовска€', '21Ц30']]",100,3,11 мес.
169950,55.851924,37.604628,"[['¬ладыкино', '11Ц15'], ['ќтрадное', '16Ц20'], ['ќкружна€', '21Ц30']]",90,6,11 мес.
91375,55.803742,37.753146,"[['Ћокомотив', '6Ц10'], ['„еркизовска€', '6Ц10'], ['»змайлово', '21Ц30']]",73.1,5,11 мес.
99360,55.734618,37.664725,"[[' ресть€нска€ заставадо', '5'], ['ѕролетарска€до', '5'], ['ћарксистска€', '11Ц15']]",74,4,11 мес.
105000,55.723475,37.689824,"[['¬олгоградский проспектдо', '5'], ['”грешска€', '11Ц15'], ['ƒубровка', '16Ц20']]",80,2,6 мес.
130000,55.807655459083236,37.490797828322286,"[['—трешнево', '6Ц10'], ['ѕанфиловска€', '16Ц20'], ['¬ойковска€', '21Ц30']]",87,1,6 мес.
150000,55.54747391,37.48887253,"[['ѕотапово', '6Ц10'], ['Ќовомосковска€', '21Ц30'], ['Ѕунинска€ алле€от', '31']]",82,1,12 мес.
350000,55.815418,37.426132,"[['—партак', '6Ц10'], ['“ушинска€', '16Ц20'], ['—трогиноот', '31']]",62.3,1,11 мес.
320000,55.71636625804841,37.47494330363905,"[['ћатвеевска€', '16Ц20'], ['—лав€нский бульвар', '21Ц30'], ['ƒавыдково', '21Ц30']]",75,1,11 мес.
187000,55.700035,37.62369,"[['“ульска€', '11Ц15'], ['¬ерхние котлы', '16Ц20'], ['Ќагатинска€', '21Ц30']]",90,1,11 мес.
99000,55.70846,37.662084,"[['јвтозаводска€до', '5'], ['ƒубровка', '11Ц15'], ['«»Ћ', '16Ц20']]",83,,12 мес.
2500,55.51738739,37.57240677,"[['ўербинка', '16Ц20'], ['Ѕутовоот', '31'], ['”лица —кобелевска€от', '31']]",60,1,11 мес.
70000,55.65908883067601,37.49204011802228,"[['ёго-«ападна€', '6Ц10'], ['”ниверситет дружбы народов', '16Ц20'], ['“ропарЄво', '21Ц30']]",50,,3 мес.
50000,55.82212448,37.71875763,"[['Ѕелокаменна€', '16Ц20'], ['Ѕульвар –окоссовского', '16Ц20'], ['„еркизовска€от', '31']]",52,,11 мес.
200000,55.714044,37.670142,"[['ƒубровка', '6Ц10'], ['јвтозаводска€', '11Ц15'], [' ожуховска€', '16Ц20']]",77,1,12 мес.
150000,55.663805936974015,37.73137265872191,"[['ѕерерва', '16Ц20'], ['Ѕратиславска€', '21Ц30'], ['ћарьино', '21Ц30']]",60,1,11 мес.
350000,55.750844,37.706622,"[['јвиамоторна€', '6Ц10'], ['—ортировочна€', '21Ц30'], ['ћосква-“оварна€', '21Ц30']]",85,1,11 мес.
39000,55.713441,37.721301,"[['“екстильщики', '6Ц10'], ['”грешска€', '21Ц30'], ['¬олгоградский проспект', '21Ц30']]",75,4,11 мес.
97500,55.810205101196956,37.71476122699934,"[['Ѕульвар –окоссовского', '16Ц20'], ['ѕреображенска€ площадь', '16Ц20'], ['„еркизовска€от', '31']]",50,1,11 мес.
149000,55.69409561,37.81724167,"[['ёго-¬осточна€', '16Ц20'], [' осиноот', '31'], ['Ћермонтовский проспектот', '31']]",81,1,11 мес.
1900,55.77360981724181,37.684259382376766,"[['Ѕауманска€', '6Ц10'], [' расносельска€', '16Ц20'], ['ћитьково', '21Ц30']]",68.28,2,6 мес.
160000,55.789542,37.656586,"[[' расносельска€', '16Ц20'], ['–ижска€', '16Ц20'], ['—окольники', '16Ц20']]",76.9,1,6 мес.
320000,55.79380049591812,37.61073325078915,"[['ћарьина –ощадо', '5'], ['ƒостоевска€', '16Ц20'], ['—авЄловска€', '16Ц20']]",80,1,11 мес.
156000,55.73570633,37.68992996,"[[' алитники', '11Ц15'], ['ћосква-“оварна€', '16Ц20'], ['–имска€', '16Ц20']]",76,4,11 мес.
230000,55.81861496,37.79700089,"[['ўЄлковска€', '11Ц15'], ['ѕервомайска€от', '31'], ['»змайловска€от', '31']]",72,1,12 мес.
99000,55.77120972,37.6582222,"[[' омсомольска€до', '5'], [' расные ворота', '6Ц10'], ['ѕлощадь трЄх вокзалов', '6Ц10']]",73.1,4,1 мес.
300000,55.75750732,37.63521576,"[[' итай-городдо', '5'], ['Ћуб€нка', '6Ц10'], ['„истые пруды', '11Ц15']]",50,,48 мес.
89400,55.720499,37.71239,"[['”грешска€', '16Ц20'], ['¬олгоградский проспект', '21Ц30'], [' алитники', '21Ц30']]",89.4,3,11 мес.
151200,55.71164,37.930725,"[['Ќекрасовка', '16Ц20'], ['Ћухмановска€', '21Ц30'], ['”лица ƒмитриевскогоот', '31']]",84,1,11 мес.
800000,55.762146,37.63446808,"[['“ургеневска€до', '5'], ['„истые пруды', '6Ц10'], ['—ретенский бульвар', '6Ц10']]",100,,11 мес.
90000,55.78931808,37.58885193,"[['—авЄловска€', '6Ц10'], ['ћенделеевска€', '11Ц15'], ['Ѕелорусска€', '16Ц20']]",80,6,6 мес.
230000,55.635523,37.758644,"[['јлма-јтинска€', '6Ц10'], ['Ѕорисово', '11Ц15'], ['ћарьино', '21Ц30']]",100,1,11 мес.
126630,55.783514,37.720232,"[['—емЄновска€до', '5'], ['Ёлектрозаводска€', '11Ц15'], ['ѕреображенска€ площадь', '16Ц20']]",71.8,5,11 мес.
400000,55.76942825,37.64929199,"[[' расные воротадо', '5'], [' омсомольска€', '6Ц10'], ['ѕлощадь трЄх вокзалов', '11Ц15']]",78.8,1,12 мес.
65000,55.886559,37.522683,"[['яхромска€', '21Ц30'], ['Ћианозово', '21Ц30'], ['√рачЄвска€', '21Ц30']]",65,1,11 мес.
145000,55.82270281885245,37.505457595245346,"[['¬ойковска€', '6Ц10'], ['Ѕалтийска€', '11Ц15'], [' расный Ѕалтиец', '21Ц30']]",59,1,11 мес.
117000,55.76696014,37.5271225,"[['’орошЄвска€', '16Ц20'], ['Ѕегова€', '16Ц20'], ['Ўелепиха', '21Ц30']]",65,4,11 мес.
90000,55.877493977328875,37.67651957406615,"[['Ѕабушкинска€', '16Ц20'], ['ћедведково', '21Ц30'], ['—вибловоот', '31']]",54,1,11 мес.
90000,55.884721,37.60372,"[['Ѕибиреводо', '5'], ['јлтуфьево', '21Ц30'], ['Ѕескудниковоот', '31']]",90,2,11 мес.
180000,55.807238,37.718983,"[['Ѕульвар –окоссовского', '11Ц15'], ['ѕреображенска€ площадь', '16Ц20'], ['„еркизовска€', '21Ц30']]",95,1,11 мес.
195000,55.88277003503913,37.681490734575036,"[['ћедведково', '21Ц30'], ['Ѕабушкинска€', '21Ц30'], ['—вибловоот', '31']]",70,1,11 мес.
400000,55.68906021,37.65579605,"[['“ехнопарк', '11Ц15'], [' оломенска€', '21Ц30'], ['«»Ћ', '21Ц30']]",97.8,1,11 мес.
130000,55.64338684,37.59375,"[['„ертановска€', '6Ц10'], ['—евастопольска€', '11Ц15'], [' аховска€', '11Ц15']]",80,3,1 мес.
130000,55.67201614,37.63162994,"[['Ќагатинска€', '16Ц20'], ['Ќагорна€', '21Ц30'], ['Ќахимовский проспект', '21Ц30']]",53,5,11 мес.
151200,55.71164,37.930725,"[['Ќекрасовка', '16Ц20'], ['Ћухмановска€', '21Ц30'], ['”лица ƒмитриевскогоот', '31']]",84,1,11 мес.
195000,55.502329,37.583104,"[['ўербинка', '21Ц30'], ['ќстафьевоот', '31']]",87,1,11 мес.
220000,55.783038,37.508661,"[['’орошЄво', '11Ц15'], ['«орге', '11Ц15'], ['ѕолежаевска€', '11Ц15']]",67.56,3,11 мес.
300000,55.849004,37.636464,"[['Ѕотанический саддо', '5'], ['—виблово', '11Ц15'], ['–остокиноот', '31']]",67,1,11 мес.
150000,55.76613235,37.53195572,"[['Ўелепиха', '16Ц20'], ['Ѕегова€', '16Ц20'], ['“естовска€', '21Ц30']]",71,1,11 мес.
1000,55.58441336677399,37.6358137799883,"[[' расный —троитель', '21Ц30'], ['ѕокровское', '21Ц30'], ['Ѕитцаот', '31']]",50,3,1 мес.
600000,55.75917472664381,37.64323633862304,"[['„истые пруды', '6Ц10'], [' итай-город', '6Ц10'], ['“ургеневска€', '11Ц15']]",60,1,11 мес.
250000,55.68620436938484,37.92397778090616,"[['Ћюберцы', '21Ц30'], ['Ќекрасовкаот', '31'], ['ѕанкиот', '31']]",97.6,1,12 мес.
320000,55.73887634,37.54673004,"[['—туденческа€до', '5'], [' утузовска€', '11Ц15'], [' иевска€', '11Ц15']]",64,1,11 мес.
220000,55.7228508,37.47587204,"[['—лав€нский бульвар', '11Ц15'], ['ћинска€', '21Ц30'], ['ѕионерска€', '21Ц30']]",80,1,11 мес.
2700,55.8723956668389,37.55746449461489,"[['—елигерска€', '11Ц15'], ['яхромска€', '11Ц15'], ['ƒегунино', '16Ц20']]",60,1,11 мес.
68000,55.7418719184081,37.80118875599952,"[[' усково', '6Ц10'], ['Ќовогиреево', '21Ц30'], ['ѕерово', '21Ц30']]",51,5,11 мес.
188200,55.846324617384354,37.37120237665178,"[['ћитино', '6Ц10'], ['¬олоколамска€', '16Ц20'], ['ѕ€тницкое шоссе', '16Ц20']]",74.9,1,11 мес.
110000,55.85497284,37.5240593,"[['ћоссельмаш', '21Ц30'], [' оптево', '21Ц30'], ['Ћихоборы', '21Ц30']]",80,1,11 мес.
220000,55.543830701462014,37.524847211474025,"[['”лица √орчакова', '6Ц10'], ['Ѕунинска€ алле€', '11Ц15'], ['Ѕульвар адмирала ”шакова', '11Ц15']]",87,1,12 мес.
140000,55.873036,37.483175,"[['’оврино', '6Ц10'], ['Ѕеломорска€', '16Ц20'], ['√рачЄвска€', '21Ц30']]",100,2,11 мес.
2900,55.77394,37.616018,"[['÷ветной бульвар', '6Ц10'], ['“рубна€', '11Ц15'], ['ƒостоевска€', '11Ц15']]",86.7,1,11 мес.
99000,55.70846,37.662084,"[['јвтозаводска€до', '5'], ['ƒубровка', '11Ц15'], ['«»Ћ', '16Ц20']]",83,,12 мес.
150000,55.65524292,37.72846985,"[['ѕерерва', '11Ц15'], ['ћарьино', '16Ц20'], ['Ѕратиславска€', '16Ц20']]",75,4,11 мес.
230000,55.635523,37.758644,"[['јлма-јтинска€', '6Ц10'], ['Ѕорисово', '11Ц15'], ['ћарьино', '21Ц30']]",100,1,11 мес.
200000,55.70830154,37.65282059,"[['јвтозаводска€до', '5'], ['«»Ћ', '16Ц20'], ['“ехнопарк', '21Ц30']]",80,2,11 мес.
300000,55.792194,37.494934,"[['ќкт€брьское поледо', '5'], ['«орге', '6Ц10'], ['ѕанфиловска€', '6Ц10']]",59,1,11 мес.
150000,55.663805936974015,37.73137265872191,"[['ѕерерва', '16Ц20'], ['Ѕратиславска€', '21Ц30'], ['ћарьино', '21Ц30']]",60,1,11 мес.
140000,55.58296204,37.62741852,"[[' расный —троитель', '16Ц20'], ['Ѕитцаот', '31'], ['јнниноот', '31']]",70,1,11 мес.
130000,55.77950287,37.7241478,"[['—емЄновска€', '6Ц10'], ['Ёлектрозаводска€', '16Ц20'], ['»змайлово', '21Ц30']]",65,1,11 мес.
300000,55.82001877,37.57649994,"[['“имир€зевска€до', '5'], ['‘онвизинска€', '11Ц15'], ['ƒмитровска€', '16Ц20']]",74,1,11 мес.
150000,55.80830383,37.76005554,"[['Ћокомотив', '11Ц15'], ['„еркизовска€', '16Ц20'], ['Ѕульвар –окоссовскогоот', '31']]",60,1,11 мес.
